	P0_rep1	P0_rep2	AB_rep1	AB_rep2	P1_rep1	P1_rep2
sma-10	0	0	0	0	0	0
sma-2	2.89	5.27	0.39	1.1	3.64	1.84
sma-3	14.14	4.39	13.91	38.97	8.09	0
sma-4	46.75	35.13	1.16	0	0	90.53
sma-5	0	0	0	0	0	0
sma-6	8.95	0	50.62	69.71	0	18.96
sma-9	78.78	86.06	0.39	49.4	0	15.9
smc-3	109.66	148.42	136.42	148.75	86.98	63
smc-4	163.91	233.6	171.97	155.89	87.39	206.75
smc-5	473.84	468.38	343.55	444.05	428.84	546.84
smc-6	256.83	142.56	248.1	671.84	548.59	891.21
smd-1	0	0	0	0	0	0
smf-1	152.37	114.46	0	73.55	137.55	31.81
smf-2	0	0	0	0	0	0
smf-3	0	0	0	0	0	0
smg-1	67.24	57.96	144.92	61.48	9.71	4.89
smg-2	10.68	13.76	55.65	8.78	49.76	31.81
smg-3	77.05	134.07	108.59	210.23	133.1	119.28
smg-4	189.02	239.75	355.92	186.62	299.38	124.78
smg-5	148.04	80.21	123.28	14.82	133.91	76.46
smg-6	150.64	308.25	359.79	353.49	196.62	261.19
smg-7	87.15	93.68	271.67	99.35	16.18	94.2
smg-8	12.7	52.69	0	32.93	15.37	129.68
smg-9	4.33	0.29	12.37	23.6	0	76.46
smgl-1	118.89	61.47	0	46.66	181.65	257.52
smgl-2	29.15	35.13	135.64	131.19	30.34	108.88
smi-1	56.56	69.67	52.94	27.44	116.92	36.09
smk-1	266.36	242.38	249.26	431.43	304.64	193.9
smn-1	296.08	227.16	459.88	247.55	305.85	252.01
smo-1	249.33	292.74	282.88	142.16	275.1	144.97
smp-1	5.19	72.01	0	97.7	0.81	11.01
smp-2	0	0	0	0	0	0
smr-1	81.38	69.96	125.98	111.43	198.24	92.97
sms-1	271.26	211.06	122.89	280.48	242.33	364.56
sms-2	76.47	93.09	67.63	44.46	90.62	18.35
sms-3	4.04	1.76	0	0	0	47.71
smu-1	246.73	231.26	312.25	333.73	167.09	227.54
smu-2	169.68	118.56	224.14	188.27	275.51	193.9
smy-1	0	0	0	0	0	0
smy-10	0	0	0	0	0	0
smy-11	0	0	0	0	0	0
smy-12	0	0	0	0	0	0
smy-2	0	0	0	0	0	0
smy-3	0	0	0	0	0	0
smy-4	0	0	0	0	0	0
smy-5	0	0	0	0	0	0
smy-6	0	0	0	0	0	0
smy-7	0	0	0	0	0	0
smy-8	0	0	0	0	0	0
smy-9	0	0	0	0	0	0
sna-1	187.29	195.55	275.15	108.68	277.13	158.42
sna-2	225.67	305.91	542.58	388.07	413.87	385.97
snap-1	271.26	293.32	342.78	179.49	332.55	161.48
snap-29	151.21	180.62	90.82	85.63	216.85	84.41
snb-1	331.57	390.51	251.97	169.61	224.13	162.71
snb-2	0	0	0	0	0	0
snb-5	0	0	0	0	0	0
snb-6	0	0	0	0	0	0
snb-7	0	0	0	0	0	0
snf-1	65.8	98.36	168.88	153.14	8.5	108.88
snf-10	0	0	0	0	0	0
snf-11	0	0	0	0	0	0
snf-12	0	0	0	0	0	0
snf-2	0	0	0	0	0	0
snf-3	0	0	0	0	0	0
snf-4	0	0	0	0	0	0
snf-5	0	0	0	0	0	0
snf-6	24.53	0.29	0	0	0	0
snf-7	0	0	0	0	0	0
snf-8	0	0	0	0	0	0
snf-9	0	0	0	0	0	0
snfc-5	308.78	337.23	205.59	172.9	239.91	231.82
sng-1	7.21	0	0	0	0	0
snn-1	0	7.61	2.71	0	0	0.61
snr-1	109.08	149.29	80.77	70.81	188.53	70.95
snr-2	219.61	252.34	167.33	85.08	228.58	94.81
snr-3	125.82	110.95	81.54	29.09	110.04	19.57
snr-4	206.91	265.51	168.11	93.31	191.76	86.25
snr-5	68.68	99.82	82.7	27.99	95.48	20.8
snr-6	70.12	63.23	72.65	25.25	65.94	33.03
snr-7	109.08	169.49	59.13	19.76	46.93	4.28
snt-1	0	0	0	0	0	0
snt-2	2.31	9.66	34.78	7.14	8.09	0
snt-3	0	0	0	0	0	25.08
snt-4	0	0	0	0	0	0
snt-5	7.79	26.35	0	41.17	0	0
snt-6	0	0	0	0	0	0
snt-7	0	0	0	0	0	0
snx-1	103.6	153.98	104.34	113.07	6.88	116.22
snx-3	9.81	0	0	0	0.4	0
snx-6	251.93	126.17	39.03	74.1	257.3	147.41
soc-1	2.6	16.1	8.12	41.17	0	72.18
soc-2	113.12	138.76	22.03	112.52	15.37	96.64
sod-1	84.55	65.87	63.38	84.53	107.61	56.27
sod-2	182.38	189.69	238.44	158.08	206.73	148.64
sod-3	1.15	1.17	0.39	0	0.4	1.22
sod-4	5.48	0	0	2.74	0	0
sod-5	0	4.39	0	0	0	0
sodh-1	0	0	0	0	0	0
sodh-2	0	0	0	0	0	0
sol-1	0	0	0	0	0	0
somi-1	0	0	0	0	0	0
sop-2	86	129.39	59.9	48.3	111.26	14.68
sop-3	76.47	54.45	199.79	110.88	42.88	141.3
sor-1	185.55	101.87	248.87	115.27	92.65	83.19
sor-3	149.77	95.14	227.62	110.88	0	121.11
sos-1	0.29	4.1	54.1	13.17	0	4.89
sox-2	0	5.56	0	0	0	0
sox-3	0	0	0	0	0	0
sox-4	0	0	0	0	0	0
spas-1	203.45	306.49	262.79	291.46	158.59	250.79
spat-1	219.32	192.33	115.16	49.4	70.39	34.87
spat-2	27.13	47.72	97.39	75.2	23.87	68.51
spat-3	72.43	72.31	386.06	277.19	375.84	163.93
spc-1	60.31	94.55	168.49	164.12	40.86	95.42
spd-1	1.44	10.25	69.56	31.84	5.26	14.68
spd-2	136.5	236.53	387.22	569.75	363.7	792.73
spd-3	47.33	40.4	81.15	31.29	152.52	61.17
spd-5	332.73	426.22	439.78	792.6	254.47	537.66
spdl-1	33.47	4.39	0	0.55	9.3	25.69
spe-10	0	0	0	0	0	0
spe-11	0	0	0	0	0	0
spe-12	0	0	0	0	0	0
spe-15	3.46	0.88	0	0	0	12.23
spe-17	0	0	0	0	0	0
spe-19	0	0	0	0	0	0
spe-26	0	0	0	0	0	0
spe-27	0	0	0	0	0	0
spe-29	0	1.17	0	0	0	0
spe-38	6.06	6.15	0.39	0.55	2.83	1.22
spe-39	43.86	189.69	84.63	91.67	103.57	157.81
spe-4	0	0	0	0	0	0
spe-41	0	0	0	12.62	0	0
spe-42	0	0	0	0	0	0
spe-5	16.74	31.32	187.04	231.63	0	39.15
spe-6	38.67	0.29	20.48	0	0	20.8
spe-8	0	0	0	0	0	0
spe-9	0	0	0	0	0	0
spg-7	49.06	14.93	0	44.46	31.56	40.98
sph-1	34.63	56.5	0.39	18.11	75.25	26.3
sphk-1	19.91	9.66	17.78	36.23	34.79	29.97
spk-1	413.24	393.73	498.52	357.33	524.72	399.42
spl-1	40.11	23.42	151.49	91.12	32.37	209.8
spn-4	1524.55	1410.4	1615.75	1592.34	1472.21	1631.95
spo-11	387.56	391.68	259.69	209.13	471.32	298.5
spon-1	0	0	0	0	0	0
spp-1	0	0	0	0	0	0
spp-10	0	0	0	0	0	0
spp-11	0	0	0	0	0	0
spp-12	0	0	0	0	0	0
spp-13	0	0	0	0	0	0
spp-14	0	0	0	0	0	0
spp-15	0	0	0	0	0	0
spp-16	0	0	0	0	0	0
spp-17	0	0	0	0	0	0.61
spp-18	0	0	0	0	0	0
spp-19	0	0	0	0	0	0
spp-2	0	0	0	0	0	0
spp-20	0	0	0	0	0	0
spp-21	0	0	0	0	0	0
spp-22	0	0	0	0	0	0
spp-23	0	0	0	0	0	0
spp-3	0	0	0	0	0	0
spp-4	0	0	0	0	0	0
spp-5	0	0	0	0	0	0
spp-6	0	0	0	0	0	0
spp-7	0	0	0	0	0	0
spp-8	0	0	0	0	0	0
spp-9	0	0	0	0	0	0
spr-1	109.95	124.71	127.92	69.16	19.82	20.8
spr-2	436.62	405.44	661.22	446.25	579.74	296.66
spr-3	165.93	131.73	63.76	166.86	70.39	123.56
spr-4	271.84	272.54	61.06	266.21	19.82	209.8
spr-5	108.5	127.34	113.23	110.88	148.07	97.26
sprr-1	0	0	0	0	0	0
sprr-2	0	0	0	0	0	0
sprr-3	0	0	0	0	0	0
spsb-1	107.93	178.57	108.59	37.32	108.83	29.97
spsb-2	296.66	296.25	426.25	293.66	492.76	417.16
spt-4	92.63	154.27	118.64	60.38	137.15	50.77
spt-5	187.57	224.82	119.41	209.68	322.44	98.48
sptf-1	0	0	0	0	0	0
sptf-2	0	0	0	0	0	0
sptf-3	38.38	98.07	41.74	30.19	2.43	12.85
sptl-1	218.16	194.08	277.86	217.91	247.59	395.14
sptl-2	0	0	0	0	0	0
sptl-3	122.07	112.7	100.86	60.93	26.7	71.57
sqd-1	448.16	413.63	409.64	513.21	452.3	664.28
sqrd-1	4.33	2.34	21.25	70.26	0	0
sqt-1	0	0	0	0	0	0
sqt-2	0	0	0	0.55	0	0
sqt-3	0	0.88	0	0	0	0
sqv-1	321.47	291.86	92.36	166.86	609.68	432.45
sqv-2	71.28	66.45	0	3.29	0	26.91
sqv-3	212.68	152.52	122.12	83.98	207.14	137.63
sqv-4	0	4.98	0	12.08	0	27.53
sqv-5	246.44	296.83	302.98	492.36	347.52	823.93
sqv-6	0.29	8.2	68.02	14.27	0	1.22
sqv-7	372.26	311.47	284.81	221.2	361.68	266.69
sqv-8	172.57	96.31	0	8.78	19.82	108.88
sra-1	0	0	0	0	0	0
sra-10	0	0	0	0	0	0
sra-11	0	0	0	0	0	0
sra-12	0	0	0	0	0	0
sra-13	0	0	0	0	0	0
sra-14	0	0	0	0	0	0
sra-15	0	0	0	0	0	0
sra-16	0	0	0	0	0	0
sra-17	0	0	0	0	0	0
sra-18	0	0	0	0	0	0
sra-19	0	0	0	0	0	0
sra-2	0	0	0	0	0	0
sra-20	0	0	0	0	0	0
sra-21	0	0	0	0	0	0
sra-22	0	0	0	0	0	0
sra-23	0	0	0	0	0	0
sra-24	0	0	0	0	0	0
sra-25	0	0	0	0	0	0
sra-26	0	0	0	0	0	0
sra-27	0	0	0	6.04	0	0
sra-28	0	0	0	0	0	0
sra-29	0	0	0	0	0	0
sra-3	0	0	0	0	0	0
sra-30	0	0	0	0	0	0
sra-31	0	0	0	0	0	0
sra-32	0.29	0	0	0	0	1.84
sra-33	0	6.15	0	0	0	0
sra-34	0	0	0	0	0	0
sra-35	0	1.46	0	0	0	0
sra-36	0	0	0	0	0	0
sra-37	0	0	0	0	0	0
sra-38	0	0	0	0	0	0
sra-39	0	0	0	0	0	0
sra-4	0	0	0	0	0	0
sra-5	0	0	0	0	0	0
sra-6	0	0	0	0	0	0
sra-7	0	0	0	0	0	0
sra-8	0	0	0	0	0	0
sra-9	0	0	0	0	0	0
srab-1	0	0	0	0	0	0
srab-10	0	0	0	0	0	0
srab-11	0	0	0	0	0	0
srab-12	0	0	0	0	0	0
srab-13	0	0	0	20.86	0	0
srab-14	0	0	0	0	0	0
srab-15	0	0	0	0	0	0
srab-16	0	0	0	0	0	0
srab-17	0	0	0	0	0	0
srab-18	0	0	0	0	0	0
srab-19	0	0	0	0	0	0
srab-2	0	0	0	0	0	0
srab-20	0	0	0	0	0	0
srab-21	0	0	0	0	0	0
srab-22	0	0	0	0	0	0
srab-23	0	0	0	0	0	0
srab-24	0	0	0	0	0	0
srab-25	0	0	0	0	0	0
srab-26	0	0	0	0	0	0
srab-27	0	0	0	0	0	0
srab-3	0	0	0	0	0	0
srab-4	0	0	0	0	0	0
srab-5	0	0	0	0	0	0
srab-6	0	0	0	0	0	0
srab-7	0	0	0	0	0	0
srab-8	0	0	0	0	0	0
srab-9	0	0	0	0	0	0
srb-1	0	0	0	0	0	0
srb-10	0	0	0	0	0	0
srb-11	0	0	0	0	0	0
srb-12	0	0	0	0	0	0
srb-13	0	0	0	0	0	0
srb-14	0	0	0	0	0	0
srb-15	0	0	0	0	0	0
srb-16	0	0	0	0	0	0
srb-17	0	0	0	0	0	0
srb-18	0	0	0	0	0	0
srb-19	0	0	0	0	0	0
srb-2	0	0	0	0	0	0
srb-3	0	0	0	0	0	0
srb-4	0	0	0	0	0	0
srb-5	0	0	0	0	0	0
srb-6	0	0	0	0	0	0
srb-7	0	0	0	0	0	0
srb-8	0	0	0	0	0	0
srb-9	0	0	0	0	0	0
srbc-1	0	0	0	0	0	0
srbc-10	0	0	0	0	0	0
srbc-11	0	0	0	0	0	0
srbc-12	0	0	0	0	0	0
srbc-13	0	0	0	0	0	0
srbc-14	0	0	0	0	0	0
srbc-15	0	0	0	0	0	0
srbc-16	0	0	0	0	0	0
srbc-17	0	0	0	0	0	0
srbc-18	0	0	0	0	0	0
srbc-19	0	0	0	0	0	0
srbc-2	0	0	0	0	0	0
srbc-20	0	0	0	0	0	0
srbc-21	0	0	0	0	0	0
srbc-22	0	0	0	0	0	0
srbc-23	0	0	0	0	0	0
srbc-24	0	0	0	0	0	0
srbc-25	0	0	0	0	0	0
srbc-26	0	0	0	0	0	0
srbc-27	0	0	0	0	0	0
srbc-28	0	0	0	0	0	0
srbc-29	0	0	0	0	0	0
srbc-3	0	0	0	0	0	0
srbc-30	0	0	0	0	0	0
srbc-31	0	0	0	0	0	0
srbc-32	0	0	0	0	0	0
srbc-33	0	0	0	0	0	0
srbc-34	0	0	0	0	0	0
srbc-35	0	0	0	0	0	0
srbc-36	0	0	0	0	0	0
srbc-37	0	0	0	0	0	0
srbc-38	0	0	0	0	0	0
srbc-39	0	0	0	0	0	0
srbc-4	0	0	0	0	0	0
srbc-40	0	0	0	0	0	0
srbc-41	0	0	0	0	0	0
srbc-42	0	0	0	0	0	0
srbc-43	0	0	0	0	0	0
srbc-44	0	0	0	0	0	0
srbc-45	0	0	0	0	0	0
srbc-46	0	0	0	0	0	0
srbc-47	0	0	0	0	0	0
srbc-48	0	0	0	0	0	0
srbc-49	0	0	0	0	0	0
srbc-5	0	0	0	0	0	0
srbc-50	0	0	0	0	0	0
srbc-51	0	0	0	0	0	0
srbc-52	0	0	0	0	0	0
srbc-53	0	0	0	0	0	0
srbc-54	0	0	0	0	0	0
srbc-55	0	0	0	0	0	0
srbc-56	0	0	0	0	0	0
srbc-57	0	0	0	0	0	0
srbc-58	0	0	0	0	0	0
srbc-59	0	0	0	0	0	0
srbc-6	0	0	0	0	0	0
srbc-60	0	0	0	0	0	0
srbc-61	0	0	0	0	0	0
srbc-62	0	0	0	0	0	0
srbc-63	0	0	0	0	0	0
srbc-64	0	0	0	0	0	0
srbc-65	0	0	0	0	0	0
srbc-66	0	0	0	0	0	0
srbc-67	0	0	0	0	0	0
srbc-68	0	0	0	0	0	0
srbc-69	0	0	0	0	0	0
srbc-7	0	0	0	0	0	0
srbc-70	0	0	0	0	0	0
srbc-71	0	0	0	0	0	0
srbc-72	0	0	0	0	0	0
srbc-73	0	0	0	0	0	0
srbc-74	0	0	0	0	0	0
srbc-75	0	0	0	0	0	0
srbc-76	0	0	0	0	0	0
srbc-77	0	0	0	0	0	0
srbc-78	0	0	0	0	0	0
srbc-79	0	0	0	0	0	0
srbc-8	0	0	0	0	0	0
srbc-80	0	0	0	0	0	0
srbc-81	0	0	0	0	0	0
srbc-82	0	0	0	0	0	0
srbc-83	0	0	0	0	0	0
srbc-84	0	0	0	0	0	0
srbc-9	0	0	0	0	0	0
src-1	51.94	73.48	32.08	14.27	28.72	7.95
src-2	16.16	10.25	0	10.43	2.43	0
srd-1	0	0	0	0	0	0
srd-10	0	0	0	0	0	0
srd-11	0	0	0	0	0	0
srd-12	0	0	0	0	0	0
srd-13	0	0	0	0	0	0
srd-14	0	0	0	0	0	0
srd-15	0	0	0	0	0	0
srd-16	0	0	0	0	0	0
srd-17	0	0	0	0	0	0
srd-18	0	0	0	0	0	0
srd-19	0	0	0	0	0	0
srd-2	0	0	0	0	0	0
srd-20	0	0	0	0	0	0
srd-21	0	0	0	0	0	0
srd-22	0	0	0	0	0	0
srd-23	0	0	0	0	0	0
srd-24	0	0	0	0	0	0
srd-25	0	0	0	0	0	0
srd-26	0	0	0	0	0	0
srd-27	0	0	0	0	0	0
srd-28	0	0	0	0	0	0
srd-29	0	0	0	0	0	0
srd-3	0	0	0	0	0	0
srd-30	0	0	0	0	0	0
srd-31	0	0	0	0	0	0
srd-32	0	0	0	0	0	0
srd-33	0	0	0	0	0	0
srd-34	0	0	0	0	0	0
srd-35	0	0	0	0	0	0
srd-36	0	0	0	0	0	0
srd-37	0	0	0	0	0	0
srd-38	0	0	0	0	0	0
srd-39	0	0	0	0	0	0
srd-4	0	0	0	0	0	0
srd-40	0	0	0	0	0	0
srd-41	0	0	0	0	0	0
srd-42	0	0	0	0	0	0
srd-43	0	0	0	0	0	0
srd-44	0	0	0	0	0	0
srd-45	0	0	0	0	0	0
srd-46	0	0	0	0	0	0
srd-47	0	0	0	0	0	0
srd-48	0	0	0	0	0	0
srd-49	0	0	0	0	0	0
srd-5	0	0	0	0	0	0
srd-50	0	0	0	0	0	0
srd-51	0	0	0	0	0	0
srd-52	0	0	0	0	0	0
srd-53	0	0	0	0	0	0
srd-54	0	0	0	0	0	0
srd-55	0	0	0	0	0	0
srd-56	0	0	0	0	0	0
srd-58	0	0	0	0	0	0
srd-59	0	0	0	0	0	0
srd-6	0	0	0	0	0	0
srd-60	0	0	0	0	0	0
srd-61	0	0	0	0	0	0
srd-62	0	0	0	0	0	0
srd-63	0	0	0	0	0	0
srd-64	0	0	0	0	0	0
srd-65	0	0	0	0	0	0
srd-66	0	0	0	0	0	0
srd-67	0	0	0	0	0	0
srd-68	0	0	0	0	0	0
srd-69	0	0	0	0	0	0
srd-7	0	0	0	0	0	0
srd-70	0	0	0	0	0	0
srd-71	0	0	0	0	0	0
srd-72	0	0	0	0	0	0
srd-73	0	0	0	0	0	0
srd-74	0	0	0	0	0	0
srd-75	0	0	0	0	0	0
srd-76	0	0	0	0	0	0
srd-8	0	0	0	0	0	0
srd-9	0	0	0	0	0	0
sre-1	0	0	0	0	0	0
sre-10	0	0	0	0	0	0
sre-11	0	0	0	0	0	0
sre-12	0	0	0	0	0	0
sre-13	0	0	0	16.47	0	0
sre-14	0	0	0	0	0	0
sre-15	0	0	0	0	0	0
sre-16	0	0	0	0	0	0
sre-17	0	0	0	0	0	0
sre-18	0	0	0	0	0	0
sre-19	0	0	0	0	0	0
sre-2	0	0	0	0	0	0
sre-20	0	0	0	0	0	0
sre-21	0	0	0	0	0	0
sre-22	0	0	0	0	0	0
sre-23	0	0	0	0	0	0
sre-24	0	0	0	0	0	0
sre-25	0	0	0	0	0	0
sre-26	0	0	0	0	0	0
sre-27	0	0	0	0	0	0
sre-28	0	0	0	0	0	0
sre-29	0	0	0	0	0	0
sre-3	0	0	0	0	0	0
sre-30	0	0	0	0	0	0
sre-31	0	0	0	0	0	0
sre-32	0	0	0	0	0	0
sre-33	0	0	0	0	0	0
sre-34	0	0	0	0	0	0
sre-35	0	0	0	0	0	0
sre-36	0	0	0	0	0	0
sre-37	0	0	0	0	0	0
sre-38	0	0	0	0	0	0
sre-39	0	0	0	0	0	0
sre-4	23.66	48.59	12.37	9.33	4.45	12.85
sre-40	0	0	0	0	0	0
sre-41	0	0	0	0	0	0
sre-42	0	0	0	0	0	0
sre-43	0	0	0	0	0	0
sre-44	3.46	0	0	0.55	0	0
sre-45	0	0	0	0	0.4	0
sre-46	0	0	0	0	0	0
sre-47	0	0	0	0	0	0
sre-48	0	0	0	0	0	0
sre-49	0	0	0	0	0	0
sre-5	0	0	0	0	0	0
sre-50	0	0	0	0	0	0
sre-51	0	0	0	0	0	0
sre-52	0	0	0	0	0	0
sre-53	0	0	0	0	0	0
sre-54	0	0	0	0	0	0
sre-55	0	0	0	0	0	0
sre-56	0	0	0	0	0	0
sre-6	0	0	0	0	0	0
sre-7	0	0	0	0	0	0
sre-8	0	0	0	0	0	0
sre-9	7.79	4.68	8.5	10.98	0	0
srf-3	0	0	0	0	0	0
srg-1	0	0	0	0	0	0
srg-10	0	0	0	0	0	0
srg-11	0	0	0	0	0	0
srg-13	0	0	0	0	0	0
srg-14	0	0	0	0	0	0
srg-15	0	0	0	0	0	0
srg-16	0	0	0	0	0	0
srg-17	0	0	0	0	0	0
srg-18	0	0	0	0	0	0
srg-19	0	0	0	0	0	0
srg-2	0	0	0	0	0	0
srg-20	0	0	0	0	0	0
srg-21	0	0	0	0	0	0
srg-22	0	0	0	0	0	0
srg-23	0	0	0	0	0	0
srg-24	0	0	0	0	0	0
srg-25	0	0	0	0	0	0
srg-26	0	0	0	0	0	0
srg-27	0	0	0	0	0	0
srg-28	0	0	0	0	0	0
srg-29	0	0	0	0	0	0
srg-3	0	0	0	0	0	0
srg-30	0	0	0	0	0	0
srg-31	0	0	0	0	0	0
srg-32	0	0	0	0	0	0
srg-33	0	0	0	0	0	0
srg-34	0	0	0	0	0	0
srg-35	0	0	0	0	0	0
srg-36	0	0	0	0	0	0
srg-37	0	0	0	0	0	0
srg-38	0	0	0	0	0	0
srg-39	0	0	0	0	0	0
srg-4	0	0	0	0	0	0
srg-40	0	0	0	0	0	0
srg-41	0	0	0	0	0	0
srg-42	0	0	0	0	0	0
srg-43	0	0	0	0	0	0
srg-44	0	0	0	0	0	0
srg-45	0	0	0	0	0	0
srg-46	0	0	0	0	0	0
srg-47	0	0	0	0	0	0
srg-48	0	0	0	0	0	0
srg-49	0	0	0	0	0	0
srg-5	0	0	0	0	0	0
srg-50	0	0	0	0	0	0
srg-51	0	0	0	0	0	0
srg-52	0	0	0	0	0	0
srg-53	0	4.98	0	0	0	0
srg-54	0	0	0	0	0	0
srg-55	0	0	0	0	0	0
srg-56	0	0	0	0	0	0
srg-57	0	0	0	0	0	0
srg-58	0	0	0	0	0	0
srg-59	0	0	0	0	0	0
srg-6	0	0	0	0	0	0
srg-60	0	0	0	0	0	0
srg-61	0	0	0	0	0	0
srg-62	0	0	0	0	0	0
srg-63	0	0	0	0	0	0
srg-64	0	0	0	0	0	0
srg-65	0	0	0	6.59	0	0
srg-66	0	0	0	0	0	0
srg-67	0	0	0	0	0	0
srg-68	0	0	0	0	0	0
srg-69	0	2.05	0	0	0	0
srg-7	0	0	0	0	0	0
srg-8	0	0	0	0	0	0
srg-9	0	0	0	0	0	0
srgp-1	586.1	439.98	753.96	1186.16	505.71	1275.95
srh-1	0	0	0	0	0	0
srh-10	0	0	0	0	0	0
srh-100	0	0	0	0	0	0
srh-101	0	0	0	0	0	0
srh-102	0	0	0	0	0	0
srh-103	0	0	0	0	0	0
srh-104	0	0	0	0	0	0
srh-105	0	0	0	0	0	0
srh-106	0	0	0	0	0	0
srh-107	0	0	0	0	0	0
srh-108	0	0	0	0	0	0
srh-109	0	0	0	0	0	0
srh-11	0	0	0	0	0	0
srh-110	0	0	0	0	0	0
srh-111	0	0	0	0	0	0
srh-112	0	0	0	0	0	0
srh-113	0	0	0	0	0	0
srh-114	0	0	0	0	0	0
srh-115	0	0	0	0	0	0
srh-116	0	0	0	0	0	0
srh-117	0	0	0	0	0	0
srh-118	0	0	0	0	0	0
srh-119	0	0	0	0	0	0
srh-12	0	0	0	0	0	0
srh-120	0	0	0	0	0	0
srh-121	0	0	0	0	0	0
srh-122	0	0	0	0	0	0
srh-123	0	0	0	0	0	0
srh-125	0	0	0	0	0	0
srh-126	0	0	0	0	0	0
srh-127	0	0	0	0	0	0
srh-128	0	0	0	0	0	0
srh-129	0	0	0	0	0	0
srh-13	0	0	0	0	0	0
srh-130	0	0	0	0	0	0
srh-131	0	0	0	0	0	0
srh-132	0	0	0	0	0	0
srh-133	0	0	0	0	0	0
srh-134	0	0	0	0	0	0
srh-135	0	0	0	0	0	0
srh-136	0	0	0	0	0	0
srh-137	0	0	0	0	0	0
srh-138	0	0	0	0	0	0
srh-139	0	0	0	0	0	0
srh-140	0	0	0	0	0	0
srh-141	0	0	0	0	0	0
srh-142	0	0	0	0	0	0
srh-144	0	0	0	0	0	0
srh-145	0	0	0	0	0	0
srh-146	0	0	0	0	0	0
srh-147	0	0	0	0	0	0
srh-148	0	0	0	0	0	0
srh-149	0	0	0	0	0	0
srh-15	0	0	0	0	0	0
srh-150	0	0	0	0	0	0
srh-151	0	0	0	0	0	0
srh-152	0	0	0	0	0	0
srh-153	0	0	0	0	0	0
srh-154	0	0	0	0	0	0
srh-155	0	0	0	0	0	0
srh-156	0	0	0	0	0	0
srh-157	0	0	0	0	0	0
srh-158	0	0	0	0	0	0
srh-159	0	0	0	0	0	0
srh-16	0	0	0	0	0	0
srh-160	0	0	0	0	0	0
srh-161	0	0	0	0	0	0
srh-162	0	0	0	0	0	0
srh-163	0	0	0	0	0	0
srh-164	0	0	0	0	0	0
srh-165	0	0	0	0	0	0
srh-166	0	0	0	0	0	0
srh-167	0	0	0	0	0	0
srh-168	0	0	0	0	0	0
srh-169	0	0	0	0	0	0
srh-17	0	0	0	0	0	0
srh-170	0	0	0	0	0	0
srh-171	0	0	0	0	0	0
srh-172	0	0	0	0	0	0
srh-173	0	0	0	0	0	0
srh-174	0	0	0	0	0	0
srh-175	0	0	0	0	0	0
srh-177	0	0	0	0	0	0
srh-178	0	0	0	0	0	0
srh-179	0	0	0	0	0	0
srh-18	0	0	0	0	0	0
srh-180	0	0	0	0	0	0
srh-181	0	0	0	0	0	0
srh-182	0	0	0	0	0	0
srh-183	0	0	0	0	0	0
srh-184	0	0	0	0	0	0
srh-185	0	0	0	0	0	0
srh-186	0	0	0	0	0	0
srh-187	0	0	0	0	0	0
srh-188	0	0	0	0	0	0
srh-189	0	0	0	0	0	0
srh-19	0	0	0	0	0	0
srh-190	0	0	0	0	0	0
srh-191	0	0	0	0	0	0
srh-192	0	0	0	0	0	0
srh-193	0	0	0	0	0	0
srh-194	0	0	0	0	0	0
srh-195	0	0	0	0	0	0
srh-198	0	0	0	0	0	0
srh-199	0	0	0	0	0	0
srh-2	0	0	0	0	0	0
srh-20	0	0	0	0	0	0
srh-200	0	0	0	0	0	0
srh-201	0	0	0	0	0	0
srh-202	0	0	0	0	0	0
srh-203	0	0	0	0	0	0
srh-204	0	0	0	0	0	0
srh-206	0	0	0	0	0	0
srh-207	0	0	0	0	0	0
srh-208	0	0	0	0	0	0
srh-209	0	0	0	0	0	0
srh-21	0	0	0	0	0	0
srh-210	0	0	0	0	0	0
srh-211	0	0	0	0	0	0
srh-212	0	0	0	0	0	0
srh-213	0	0	0	0	0	0
srh-214	0	0	0	0	0	0
srh-215	0	0	0	0	0	0
srh-216	0	0	0	0	0	0
srh-217	0	0	0	0	0	0
srh-218	0	0	0	0	0	0
srh-219	0	0	0	0	0	0
srh-22	0	0	0	0	0	0
srh-220	0	0	0	0	0	0
srh-221	0	0	0	0	0	0
srh-222	0	0	0	0	0	0
srh-223	0	0	0	0	0	0
srh-224	0	0	0	0	0	0
srh-227	0	0	0	0	0	0
srh-228	0	0	0	0	0	0
srh-229	0	0	0	0	0	0
srh-23	0	0	0	0	0	0
srh-230	0	0	0	0	0	0
srh-231	0	0	0	0	0	0
srh-233	0	0	0	0	0	0
srh-234	0	0	0	0	0	0
srh-235	0	0	0	0	0	0
srh-236	0	0	0	0	0	0
srh-237	0	0	0	0	0	0
srh-238	0	0	0	0	0	0
srh-239	0	0	0	0	0	0
srh-24	0	0	0	0	0	0
srh-240	0	0	0	0	0	0
srh-241	0	0	0	0	0	0
srh-243	0	0	0	0	0	0
srh-244	0	0	0	0	0	0
srh-245	0	0	0	0	0	0
srh-246	0	0	0	0	0	0
srh-247	0	0	0	0	0	0
srh-248	0	0	0	0	0	0
srh-249	0	0	0	0	0	0
srh-25	0	0	0	0	0	0
srh-250	0	0	0	0	0	0
srh-251	0	0	0	0	0	0
srh-252	0	0	0	0	0	0
srh-253	0	0	0	0	0	0
srh-254	0	0	0	0	0	0
srh-255	0	0	0	0	0	0
srh-256	0	0	0	0	0	0
srh-257	0	0	0	0	0	0
srh-258	0	0	0	0	0	0
