	logFC	logCPM	PValue
rpn-6.1	0.469	8.77	0.383
rpn-6.2	-2.06	3.49	0.297
rpn-7	-0.263	9.08	0.573
rpn-8	-0.0453	8.54	0.933
rpn-9	-0.144	8.42	0.778
rps-0	1.57	6.51	0.182
rps-1	1.35	5.89	0.327
rps-10	0.0848	5.18	0.967
rps-11	-1.3	4.67	0.439
rps-12	0.74	5.68	0.604
rps-13	0.0699	3.87	1
rps-14	1.29	3.67	0.5
rps-15	0.76	3.94	0.68
rps-16	-1.28	3.77	0.519
rps-17	2.12	5.52	0.175
rps-18	0.25	5.38	0.883
rps-19	-1.67	3.88	0.349
rps-2	-0.0517	7.29	0.955
rps-20	1.02	5.6	0.488
rps-22	0.639	3.36	0.772
rps-23	-0.022	6.03	0.993
rps-24	-0.355	5.26	0.824
rps-25	-1.95	4.44	0.271
rps-26	-1.5	3.98	0.415
rps-28	0.901	3.27	0.671
rps-29	-0.799	4.15	0.657
rps-3	-0.541	6.68	0.614
rps-30	2.35	4.37	0.215
rps-4	0.631	6.45	0.588
rps-5	0.505	5.24	0.747
rps-6	1.28	3.96	0.506
rps-7	0.991	4.51	0.553
rps-8	0.869	5.5	0.564
rps-9	-0.204	5.81	0.884
rpt-1	0.194	9.14	0.687
rpt-2	-0.239	8.92	0.614
rpt-3	0.256	8.78	0.593
rpt-4	-0.0519	8.64	0.917
rpt-5	-0.0655	8.84	0.896
rpt-6	0.975	7.33	0.229
rrbs-1	-0.182	6.95	0.851
rrf-1	0.298	8.79	0.545
rrf-3	1.68	6.69	0.179
rrn-3.1	-0.0505	10.9	0.938
rrn-3.56	-0.222	4.33	0.922
rsa-1	-0.414	8.82	0.414
rsa-2	-0.544	7.13	0.532
rsbp-1	-4.56	4	0.0471
rsd-2	-0.109	8.43	0.85
rsd-3	1.05	6.4	0.412
rsd-6	-0.301	8.32	0.585
rskd-1	-0.394	8.34	0.576
rskn-1	0.651	8.35	0.213
rskn-2	0.576	4.76	0.792
rsks-1	2.59	3.09	0.217
rsp-1	-0.293	7.84	0.655
rsp-2	0.0103	7.99	0.989
rsp-3	0.0695	9.47	0.902
rsp-4	0.484	7.8	0.491
rsp-5	0.068	7.48	0.933
rsp-6	0.33	8.25	0.586
rsp-7	-1.34	5.02	0.409
rsp-8	0.345	7.01	0.735
rsr-1	0.936	5.96	0.525
rsy-1	-0.674	5.26	0.66
rtel-1	0.775	8.01	0.19
ruvb-1	0.0693	8.62	0.893
ruvb-2	0.401	8.28	0.454
sac-1	0.992	8.15	0.115
sago-1	-0.00487	5.53	1
sams-3	0.131	7.6	0.854
sams-4	-0.316	7.92	0.607
san-1	-0.0744	7.76	0.911
sand-1	-0.763	8.26	0.197
sap-49	-0.12	5.93	0.941
saps-1	-0.464	7.6	0.516
sar-1	1.02	8.02	0.101
sars-1	0.808	8.66	0.114
sars-2	-1.34	6.06	0.403
sas-4	0.538	7.06	0.625
sas-5	0.163	8.92	0.742
sas-6	-0.36	7.21	0.669
sav-1	0.246	4.99	0.9
sax-1	-0.274	6.89	0.774
sax-2	-0.906	7.51	0.214
sax-3	-0.523	7.58	0.479
sax-7	-2.01	7.54	0.0664
sbds-1	0.454	7.38	0.615
sbp-1	1.8	4.68	0.39
sca-1	-0.435	8.93	0.357
scav-2	3.82	4.33	0.0518
scav-3	-0.181	6.72	0.868
scc-1	-0.241	7.79	0.722
scc-3	-0.811	7.6	0.422
scd-1	-0.566	5.67	0.699
scm-1	-1.6	3.03	0.429
sco-1	-0.654	6.33	0.597
scp-1	-0.201	7.36	0.818
scpl-1	-0.263	7.04	0.777
scpl-2	0.187	7.77	0.806
scpl-3	0.606	7.3	0.626
scpl-4	0.377	8	0.524
scrm-1	1.19	4.63	0.502
scrm-4	-0.323	3.12	0.911
sdc-1	-2.54	5.67	0.0983
sdc-2	0.287	5.99	0.828
sdc-3	-0.165	6.51	0.897
sdha-1	-0.0578	6.48	0.964
sdha-2	1.06	8.19	0.0751
sdhb-1	0.604	7.49	0.439
sdhd-1	-0.173	6.2	0.897
sdn-1	-0.211	6.86	0.84
sdpn-1	-2.22	3.69	0.318
sdz-12	4.12	3.57	0.0818
sdz-27	-2.86	2.72	0.217
sdz-37	-1.36	3.9	0.464
sdz-38	-3.64	3.27	0.111
sea-1	0.255	7.09	0.788
sea-2	-0.334	3.96	0.894
sec-10	-0.961	5.23	0.646
sec-12	0.0262	7.35	0.982
sec-15	3.94	7.43	0.00025
sec-16	-0.457	7.27	0.622
sec-20	0.0244	6.26	0.989
sec-22	-0.883	5.04	0.602
sec-23	-0.367	8.02	0.547
sec-24.1	0.577	8.54	0.244
sec-24.2	-0.874	7.37	0.262
sec-3	-1.42	6.47	0.221
sec-31	0.867	7.8	0.27
sec-5	0.164	7.65	0.818
sec-6	0.811	7.89	0.244
sec-8	-0.868	7	0.356
secs-1	-2.61	4.68	0.207
sedl-1	0.368	4.54	0.842
sek-1	4.18	3.62	0.0769
sel-1	-0.236	8.32	0.661
sel-10	0.492	9.24	0.299
sel-11	0.159	8.61	0.756
sel-12	-2.9	4.39	0.146
sel-13	-0.352	5.89	0.8
sel-2	0.506	7.69	0.46
sel-5	1.03	8.22	0.0671
sel-8	-1.98	3.85	0.317
sel-9	-0.225	7.24	0.794
selb-1	-3.45	5.22	0.0541
seld-1	1.51	5.48	0.316
sem-2	1.8	5.15	0.278
sem-5	-0.0227	7.8	0.977
sep-1	-1.62	6.91	0.1
set-1	-0.344	7.48	0.66
set-10	-0.126	5.18	0.954
set-12	4.19	5.68	0.0224
set-14	-0.109	6.34	0.934
set-15	2.39	6.48	0.104
set-16	0.257	6.42	0.837
set-17	-0.49	7.76	0.479
set-19	-3.11	5.76	0.0629
set-2	-1.01	7.09	0.259
set-20	0.268	5.97	0.891
set-21	0.132	6.23	0.917
set-22	0.512	7.4	0.511
set-23	-1.05	3.96	0.579
set-24	0.394	7.43	0.654
set-25	-1.33	6.48	0.254
set-27	-3.29	3.71	0.0979
set-29	-0.289	3.34	0.93
set-3	0.516	7.34	0.516
set-31	-0.217	8.47	0.671
set-32	1.73	6.55	0.178
set-4	0.0474	8.27	0.935
set-5	0.0851	7.1	0.925
set-6	-1.3	5.86	0.521
set-9	-0.667	6.28	0.582
seu-1	0.445	8.47	0.445
sex-1	1.11	6.64	0.339
sft-4	0.26	7.63	0.712
sfxn-1.4	4.83	4.16	0.0452
sfxn-1.5	-0.59	6.28	0.638
sfxn-2	2.99	4.28	0.121
sgo-1	0.443	7.37	0.6
sgt-1	0.0551	8.99	0.913
shc-1	-3.57	4.26	0.0688
shc-2	2.66	5.87	0.138
shn-1	0.614	4.07	0.77
sid-1	-0.887	7.47	0.244
sig-7	0.1	7.48	0.9
sin-3	-0.0809	8.31	0.888
sip-1	0.161	9.99	0.775
sir-2.1	-0.435	8.55	0.394
sir-2.2	0.413	3.45	0.829
sir-2.3	-2.43	4.25	0.208
sir-2.4	-0.34	6.69	0.76
skn-1	0.226	8.6	0.67
skp-1	-0.153	7.37	0.853
skpt-1	-0.0225	8.98	0.964
skr-1	0.492	8	0.408
skr-14	1.02	5.33	0.547
skr-15	0.304	3.96	0.873
skr-16	-1.87	5.6	0.255
skr-17	-0.312	6.96	0.741
skr-18	1.56	5.59	0.304
skr-2	0.564	7.79	0.414
skr-20	-1.32	3.37	0.516
skr-3	0.279	3.86	0.896
skr-7	-0.108	6.22	0.935
sli-1	-0.744	6.75	0.462
slr-2	0.328	6.83	0.765
slx-1	0.131	7.29	0.879
sma-1	0.152	6.65	0.892
sma-3	-2.32	4.17	0.23
sma-4	4.82	4.7	0.0379
sma-6	-2.48	5.21	0.163
sma-9	-1.47	4.26	0.477
smc-3	-0.835	6.79	0.409
smc-4	-0.0878	7.29	0.921
smc-5	0.382	8.79	0.43
smc-6	0.713	9.21	0.208
smf-1	1.27	6.01	0.451
smg-1	-3.54	5.82	0.0211
smg-2	0.419	5.3	0.796
smg-3	-0.258	7.18	0.77
smg-4	-0.262	7.93	0.705
smg-5	0.69	6.5	0.587
smg-6	-0.563	8.19	0.303
smg-7	-1.67	6.91	0.134
smg-8	2.12	5.57	0.243
smg-9	1.09	4.95	0.57
smgl-1	3.24	6.98	0.0148
smgl-2	-0.864	6.68	0.437
smi-1	1	5.95	0.466
smk-1	-0.366	8.21	0.527
smn-1	-0.259	8.31	0.645
smo-1	0.0716	7.74	0.924
smp-1	-2.78	4.9	0.187
smr-1	0.38	7.08	0.682
sms-1	0.656	8	0.313
sms-2	0.0564	5.86	0.978
sms-3	4.52	3.9	0.0583
smu-1	-0.634	8.02	0.281
smu-2	0.269	7.8	0.685
sna-1	0.27	7.7	0.719
sna-2	-0.138	8.76	0.777
snap-1	0.00949	8	0.99
snap-29	0.854	6.95	0.385
snb-1	-0.0399	7.67	0.959
snf-1	-1.38	6.79	0.25
snfc-5	0.395	7.75	0.55
snr-1	0.857	6.73	0.419
snr-2	0.446	7.2	0.62
snr-3	0.324	5.98	0.82
snr-4	0.178	7.11	0.849
snr-5	0.168	5.9	0.909
snr-6	0.105	5.7	0.952
snr-7	-0.5	5.14	0.764
snt-2	-2	3.93	0.315
snt-3	3.65	3.21	0.12
snt-5	-4.2	3.7	0.0736
snx-1	-0.755	6.44	0.569
snx-6	1.9	7.07	0.0456
soc-1	0.577	5.05	0.766
soc-2	-0.206	6	0.897
sod-1	0.231	6.34	0.853
sod-2	-0.0734	7.57	0.92
sop-2	0.313	5.95	0.831
sop-3	-0.681	6.96	0.491
sor-1	-0.959	7.09	0.297
sor-3	-1.41	6.85	0.322
sos-1	-3.22	4.36	0.0966
spas-1	-0.363	7.92	0.562
spat-1	-0.544	6.13	0.676
spat-2	-0.819	6.09	0.527
spat-3	-0.207	8.24	0.733
spc-1	-1.21	6.88	0.224
spd-1	-2.15	5.03	0.192
spd-2	0.339	9.05	0.521
spd-3	1.01	6.41	0.409
spd-5	-0.57	8.97	0.293
spdl-1	3.8	3.58	0.054
spe-15	2.74	2.6	0.246
spe-39	0.634	6.81	0.527
spe-41	-2.66	2.6	0.248
spe-5	-3.29	6.84	0.0157
spe-6	0.081	3.72	1
spg-7	0.746	5.01	0.684
sph-1	2.41	5.07	0.185
sphk-1	0.329	5.03	0.845
spk-1	0.193	8.8	0.694
spl-1	0.0579	6.94	0.96
spn-4	0.0291	10.6	0.949
spo-11	0.797	8.29	0.151
spr-1	-2.14	5.93	0.122
spr-2	-0.249	8.95	0.636
spr-3	-0.18	6.76	0.867
spr-4	-0.456	7.13	0.686
spr-5	0.213	6.91	0.827
spsb-1	0.0252	6.21	0.994
spsb-2	0.418	8.68	0.402
spt-4	0.161	6.56	0.891
spt-5	0.443	7.58	0.582
sptf-3	-2.02	4.6	0.253
sptl-1	0.446	8.16	0.426
sptl-3	-0.639	6.07	0.625
sqd-1	0.346	9	0.474
sqrd-1	-5.31	4.66	0.0111
sqv-1	2.08	8.38	0.000298
sqv-2	2.44	3.4	0.252
sqv-3	0.821	7.14	0.349
sqv-4	1.1	3.68	0.613
sqv-5	0.623	8.95	0.255
sqv-6	-4.53	4.53	0.0233
sqv-7	0.394	8.16	0.48
sqv-8	3.62	5.23	0.0574
srab-13	-3.29	3.01	0.151
src-1	-0.227	4.56	0.904
src-2	-1.36	2.62	0.589
sre-13	-2.99	2.81	0.189
sre-4	-0.226	3.66	0.937
sre-9	-3.2	2.95	0.124
srgp-1	-0.0581	9.85	0.915
sri-40	-3.55	3.19	0.12
srm-1	3.65	3.21	0.12
srp-2	2.17	3.16	0.317
srp-6	-1.33	4.62	0.451
srp-7	-0.231	7.91	0.714
srx-88	-3.63	3.25	0.0966
ssup-72	-0.331	6.67	0.768
sta-1	-3.39	3.08	0.137
stam-1	0.176	8.14	0.772
stau-1	0.363	7.4	0.683
stc-1	0.0384	7.51	0.965
stdh-1	0.792	5.31	0.654
sti-1	-0.224	8.14	0.699
stim-1	-0.756	5.77	0.588
stip-1	0.0578	6.81	0.962
stl-1	0.393	7.84	0.552
sto-1	-1.88	5.51	0.222
sto-4	-0.441	6.08	0.734
str-172	3.52	3.11	0.13
strd-1	0.31	6.48	0.786
such-1	-0.797	7.43	0.323
suf-1	-0.214	7.85	0.755
sun-1	-0.0229	8.29	0.97
sup-17	-0.644	8.15	0.266
sup-26	-0.344	6.78	0.787
sup-37	-0.169	5.94	0.935
sur-2	-0.778	8.03	0.197
sur-5	0.544	6.52	0.665
sur-6	0.0942	9.18	0.844
sur-7	0.125	5.01	0.957
sut-1	0.635	6.22	0.649
sut-2	-2.3	5.19	0.167
swan-1	0.16	7.15	0.853
swan-2	0.497	7.88	0.433
swd-2.1	-0.0108	7.74	0.992
swd-2.2	0.209	8.42	0.69
swp-1	1.15	6.36	0.409
syd-2	-5.29	4.64	0.0284
syg-2	-0.91	4.57	0.612
sym-3	0.858	6.76	0.408
sym-4	-0.365	7.44	0.659
symk-1	-0.375	7.59	0.687
syn-16	-0.99	6.62	0.507
syp-1	1.02	6.66	0.386
syp-2	0.283	8.91	0.626
syp-3	3.16	5.14	0.0675
syp-4	0.613	8.76	0.203
sys-1	-1.84	5.17	0.386
syx-17	-0.111	5.61	0.949
syx-18	0.739	6.85	0.499
syx-2	-0.123	3.37	0.966
syx-3	0.661	5.98	0.616
syx-4	-0.234	6.44	0.841
syx-5	0.0304	7.44	0.974
syx-6	-0.748	4.99	0.651
syx-7	-0.282	7.31	0.753
szy-20	-1.09	7.28	0.296
szy-4	0.623	10	0.184
T01B7.5	0.291	7.55	0.693
T01B7.6	-0.456	8.62	0.355
T01C3.2	0.219	5.57	0.892
T01C3.3	0.653	7.55	0.423
T01C3.9	-1.01	6.08	0.465
T01D3.1	-2.3	4.02	0.217
T01D3.5	0.204	8.1	0.738
T01E8.5	0.376	7.13	0.673
T01E8.6	0.62	5.45	0.677
T01G1.4	-0.304	6.08	0.833
T01G5.7	-1.04	5.07	0.578
T01G9.2	0.417	7.5	0.587
T01H10.8	-0.442	3.38	0.83
T01H3.2	-0.088	7.17	0.937
T01H3.3	-0.237	8.24	0.672
T01H3.4	-1.31	5.53	0.524
T01H8.2	2.22	2.92	0.314
T02C12.2	0.186	7.96	0.762
T02C12.3	-0.313	8.08	0.62
T02E1.2	-0.117	7.92	0.864
T02G5.11	0.303	5.73	0.83
T02G5.12	-0.0431	7.82	0.95
T02G5.3	2.57	4.62	0.209
T02G5.7	0.308	7.44	0.689
T02G6.5	0.613	7.97	0.352
T02H6.1	1.29	6.8	0.207
T02H6.11	0.333	6.71	0.761
T03D3.5	1.91	6.12	0.244
T03D8.2	3.41	3.28	0.0901
T03F1.1	0.521	7.46	0.515
T03F1.12	-0.454	5.81	0.748
T03F1.6	-0.165	4.35	0.954
T03F1.7	-0.363	6.32	0.757
T03F1.8	0.492	7.43	0.561
T03F6.3	-0.191	7.76	0.791
T03G11.4	-4.62	5.33	0.0169
T03G11.6	0.325	8.53	0.533
T04A8.11	0.43	6.16	0.757
T04A8.6	0.886	7.16	0.335
T04A8.7	5.26	7.58	7.42e-07
T04A8.8	0.299	8.95	0.529
T04B8.5	-0.612	5.67	0.672
T04C4.1	0.421	4	0.844
T04C9.1	-0.23	6.72	0.84
T04D3.1	0.739	6.59	0.568
T04D3.5	-0.102	8.44	0.844
T04D3.8	-2.42	3.24	0.268
T04F8.2	0.395	6.67	0.726
T04F8.6	-0.252	6.93	0.863
T04G9.1	-0.0773	6.47	0.96
T04G9.7	2.41	3.86	0.265
T04H1.2	0.227	9.07	0.646
T04H1.5	0.496	6.74	0.631
T05A12.3	0.595	6.76	0.582
T05A12.4	-0.543	7.98	0.517
T05A7.1	0.218	6.53	0.851
T05B9.1	0.417	9	0.395
T05C1.4	-1.11	5.99	0.417
T05E11.3	-0.184	9.73	0.744
T05E11.9	0.415	3.45	0.84
T05E7.3	0.296	8.67	0.604
T05E8.3	-0.301	7.93	0.635
T05F1.13	-4.36	5.73	0.0164
T05F1.2	-0.383	9.02	0.478
T05F1.4	0.512	6.88	0.609
T05G5.1	-0.766	6.55	0.682
T05G5.4	-0.581	4.58	0.727
T05G5.5	-0.0556	5.78	0.976
T05G5.9	0.434	8	0.483
T05H10.1	-0.654	8.98	0.268
T05H10.4	-0.212	8.14	0.709
T05H10.6	-0.271	8.64	0.584
T05H10.7	-0.132	7.41	0.896
T05H4.10	-0.264	5.96	0.882
T05H4.11	-0.743	7.44	0.329
T05H4.5	0.509	8	0.393
T05H4.6a	0.0577	7.62	0.94
T06A10.3	0.548	5.22	0.736
T06D10.2	0.229	8.38	0.664
T06D4.1	0.233	7.46	0.761
T06D8.5	-1.16	6.27	0.426
T06D8.7	-0.264	6.5	0.824
T06D8.9	0.61	8.14	0.306
T06E6.1	0.684	5.66	0.66
T07A9.10	0.325	6.99	0.736
T07A9.12	-2.15	3.06	0.318
T07A9.15	-0.0488	5.55	0.984
T07A9.8	0.25	6.86	0.804
T07A9.9	-1.06	7.49	0.198
T07C12.12	-0.0163	7.42	0.987
T07C12.14	-0.0489	6.98	0.963
T07C4.10	-0.78	4.58	0.633
T07C4.12	-1.09	3.5	0.574
T07C4.3	0.151	8.01	0.806
T07D3.9	-0.00877	5.56	1
T07D4.5	-0.652	6.46	0.581
T07E3.3	0.405	7.69	0.58
T07E3.4	-3.25	6.03	0.0261
T07F10.3	-0.197	7.68	0.775
T07F12.2	-0.537	7.88	0.391
T07F8.4	0.975	4.48	0.575
T08A11.1	-1.03	7.72	0.376
T08A11.2	-0.248	8.46	0.624
T08B1.4	3.01	3.2	0.176
T08B2.11	-0.138	5.41	0.937
T08B2.5	0.482	7.41	0.62
T08B2.7	-0.197	8.96	0.686
T08B2.8	1.83	4.91	0.283
T08G11.1	1.2	8.6	0.0532
T08G11.4	0.379	8.4	0.535
T09A12.2	-2.55	2.54	0.269
T09A5.15	-0.269	3.82	0.891
T09A5.4	-2.99	2.81	0.19
T09A5.5	-0.746	4.72	0.671
T09A5.7	0.859	6.16	0.49
T09A5.8	0.294	8.99	0.531
T09A5.9	0.734	6.86	0.465
T09B4.1	-0.593	9.35	0.227
T09B4.2	0.292	6.49	0.808
T09B4.5	0.169	5.56	0.944
T09B4.8	-1.73	3.54	0.423
T09B4.9	0.0328	7.9	0.962
T09B9.1	0.235	8.13	0.682
T09B9.4	-0.38	7.74	0.579
T09E8.1	-0.138	9.24	0.792
T09E8.3	-1.14	6.08	0.401
T09F3.2	-0.411	8	0.505
T09F3.4	-3.19	3.63	0.112
T09F3.5	0.321	6.71	0.801
T10B10.3	-0.241	8.12	0.683
T10B11.2	-0.243	8.07	0.681
T10B11.6	0.26	6.56	0.819
T10B11.7	1.27	5.23	0.437
T10B11.8	-0.121	8.21	0.825
T10B5.3	-0.117	6.96	0.904
T10C6.10	0.922	6	0.528
T10C6.5	0.385	7.7	0.597
T10C6.6	-0.123	7.15	0.898
T10D4.6	0.391	6.48	0.781
T10E9.1	-0.0364	7.67	0.965
T10E9.2	0.151	9.39	0.747
T10F2.2	-0.319	6.82	0.759
T10F2.4	-0.103	8.36	0.851
T10F2.5	0.555	5.11	0.735
T11B7.1	0.49	4.22	0.819
T11F8.1	-0.477	7.44	0.537
T11G6.2	-1.52	5.29	0.337
T11G6.4	-0.335	3.18	0.92
T11G6.5	-0.259	8.63	0.712
T11G6.8	-0.359	8.03	0.537
T12A2.2	0.0648	9.68	0.889
T12A2.3	-4.58	4.02	0.0347
T12A2.7	0.466	7.98	0.464
T12B3.3	0.897	4.88	0.588
T12B3.4	0.402	6.77	0.694
T12C9.7	0.126	7.96	0.846
T12D8.10	2.12	3.57	0.283
T12D8.6	0.458	6.65	0.684
T12E12.1	0.0103	8.63	0.986
T12E12.2	0.374	7.11	0.722
T12E12.3	1.64	5.01	0.345
T12F5.1	0.152	6.82	0.892
T12F5.2	0.411	5.71	0.787
T12G3.2	0.372	7.76	0.664
T12G3.4	2.69	5.03	0.167
T12G3.5	0.79	6.72	0.471
T12G3.6	0.244	8.3	0.678
T12G3.7	0.75	7.07	0.403
T13C2.6	-0.266	9.13	0.634
T13C5.6	-0.758	5.33	0.674
T13F2.2	0.636	6.73	0.557
T13F2.6	0.0626	8.94	0.914
T13H5.4	-0.337	8.08	0.555
T13H5.5	0.551	5.19	0.752
T13H5.6	1.71	3.54	0.422
T13H5.8	-0.285	7.95	0.649
T14B4.1	1.12	7.52	0.193
T14B4.2	-0.602	4.4	0.732
T14B4.3	-0.202	8.48	0.707
T14B4.5	2.02	4.98	0.265
T14B4.8	-0.751	5.5	0.635
T14D7.1	1.12	4.41	0.549
T14F9.2	-0.809	5.41	0.626
T14G10.5	1.13	7.99	0.101
T14G10.7	0.334	8.36	0.552
T14G10.8	-3.15	3.6	0.152
T14G11.1	-3.83	4.62	0.0494
T14G8.3	-0.956	6.12	0.485
T15B7.2	-0.0919	7.01	0.927
T15H9.2	-0.825	6.52	0.47
T16G1.9	-0.16	7.69	0.842
T16G12.4	-0.22	4.44	0.926
T16G12.6	0.309	7.45	0.691
T16G12.8	-0.107	8.07	0.864
T16H12.11	-0.443	6.82	0.663
T16H12.3	0.293	4.74	0.885
T16H12.4	-0.159	6.35	0.916
T16H12.9	0.35	3.74	0.853
T17A3.2	1.08	3.41	0.608
T18D3.1	0.47	6.56	0.682
T19A5.1	-0.0656	9.17	0.912
T19A6.1	0.0721	8.56	0.888
T19A6.3	-1.52	6.49	0.187
T19B10.5	3.06	2.8	0.188
T19B10.6	0.0158	9.04	0.976
T19B10.8	-1.44	8.21	0.0191
T19B4.1	1.72	6.02	0.321
T19B4.3	0.83	5.31	0.582
T19B4.5	2.4	5.26	0.169
T19C3.1	0.0951	3.46	1
T19C3.4	0.567	3.8	0.771
T19D12.6	3.66	3.21	0.121
T19H12.2	0.114	8.76	0.848
T19H5.4	0.623	6.68	0.556
T20B12.1	0.262	7.7	0.816
T20B12.3	0.135	7.37	0.865
T20B12.7	0.267	8.03	0.663
T20B3.1	3.17	3.11	0.136
T20D3.3	0.614	7.09	0.508
T20D3.5	-0.109	7.63	0.882
T20D3.6	-1.18	3.82	0.557
T20D3.8	-0.11	7.8	0.876
T20F10.2	-1.08	6.48	0.416
T20F5.3	0.583	4.36	0.745
T20F5.6	-0.716	7.46	0.344
T20F5.7	0.409	6.68	0.711
T20F7.1	0.431	6.42	0.811
T20G5.10	1.55	4.24	0.39
T20G5.14	0.586	6.12	0.674
T20G5.4	-0.319	4.56	0.868
T20G5.9	0.882	5.73	0.548
T20H4.5	0.0813	6.95	0.935
T21B10.1	-3.71	4.53	0.0551
T21B10.3	0.489	9.16	0.307
T21B10.4	0.196	8.03	0.778
T21B4.15	2.8	2.63	0.228
T21B4.17	-1.67	5.21	0.355
T21C12.8	4.86	4.39	0.0364
T21C9.1	0.628	8.29	0.257
T21C9.13	-0.112	10.5	0.834
T21C9.4	-0.497	8.55	0.408
T22B11.5	-0.00969	8.43	0.991
T22B7.4	-4.71	4.12	0.0473
T22C1.1	0.1	7.15	0.915
T22C1.11	-0.334	6.32	0.831
T22C1.3	-0.144	7.82	0.845
T22C1.4	0.201	8.06	0.774
T22C1.5	-0.292	3.08	0.951
T22C1.6	-0.687	7.89	0.272
T22C8.3	-0.557	4.84	0.749
T22C8.4	-0.901	3.28	0.702
T22D1.11	-2.98	3.28	0.163
T22D1.3	-0.438	7.66	0.543
T22D1.4	-0.45	9.52	0.328
T22D1.5	0.745	8.81	0.149
T22F3.2	0.187	7.68	0.785
T22F3.3	1.55	6.35	0.287
T22G5.3	-0.751	4.41	0.675
T22H9.1	-0.232	5.87	0.866
T23B12.1	0.396	6.28	0.744
T23B12.2	-0.403	5.69	0.78
T23B12.3	-0.805	6.09	0.532
T23B12.4	-0.327	8.82	0.577
T23B12.6	0.946	8.61	0.0939
T23B3.1	-0.127	8.25	0.817
T23B3.2	-0.0127	3.91	1
T23B5.3	-0.785	6.76	0.542
T23B5.4	2.25	3.66	0.233
T23C6.4	-0.594	5.1	0.718
T23D8.3	0.0461	7.43	0.957
T23D8.7	0.35	8.71	0.572
T23E1.2	-3.11	2.89	0.15
T23F11.1	1.14	7.71	0.108
T23F11.4	0.0909	6.62	0.939
T23F2.5	0.132	6.58	0.91
T23F6.1	-2.71	2.63	0.231
T23G11.4	0.266	6.26	0.838
T23G11.7	-0.112	7.51	0.878
T23G4.3	1.01	5.34	0.505
T23G5.2	-0.78	7.92	0.25
T23G7.2	0.8	3.2	0.726
T23G7.3	0.664	7.68	0.355
T23H2.3	0.0411	7.27	0.967
T24A6.20	-0.952	4.54	0.65
T24B1.1	-1.7	7.42	0.0384
T24B8.2	0.0798	6.73	0.94
T24B8.3	-0.0499	5.88	0.978
T24B8.7	-3.61	4.87	0.0422
T24C12.3	2.64	2.76	0.187
T24C2.2	0.62	5.15	0.701
T24C4.5	-2.99	2.81	0.176
T24D1.2	-0.71	8.22	0.22
T24D1.3	0.628	6.08	0.667
T24D1.5	0.5	8.6	0.352
T24E12.1	-0.921	4.92	0.618
T24E12.10	2.38	3.33	0.222
T24E12.11	-1.16	4.97	0.498
T24E12.13	2.61	2.52	0.267
T24F1.2	-0.522	7.48	0.487
T24F1.3	-1.02	3.84	0.601
T24G10.2	-0.173	8.56	0.741
T24H10.1	2.6	6.41	0.036
T24H10.4	0.466	8.32	0.378
T24H7.2	-0.0816	8.97	0.866
T24H7.3	1.05	7.02	0.275
T24H7.4	-0.64	5.13	0.687
T25B9.8	-0.505	8	0.441
T25B9.9	-0.26	8.83	0.6
T25C8.1	0.697	4.06	0.703
T25D3.2	-0.89	6.73	0.394
T25D3.4	3.39	3.02	0.143
T25E12.6	1	6.23	0.518
T25G3.1	-0.346	5.24	0.821
T25G3.3	-0.0932	8.1	0.888
T25G3.4	3.88	7.61	0.000345
T26A5.2	-0.429	7.08	0.653
T26A5.4	-0.621	6.09	0.699
T26A5.5	0.151	9.01	0.754
T26A5.6	0.0922	8.17	0.871
T26A5.8	0.14	6.29	0.914
T26A8.1	-0.609	8.89	0.203
T26A8.4	-1.45	6.82	0.181
T26C11.4	0.635	6.04	0.703
T26C11.9	3.01	2.77	0.201
T26C12.1	0.461	7.04	0.632
T26C5.3	-0.408	7.68	0.63
T26E3.4	0.475	7.9	0.474
T26G10.1	0.577	7.27	0.482
T27A3.1	-0.195	7.2	0.824
T27A3.2	0.146	8.15	0.806
T27A3.6	1.77	6.39	0.203
T27A3.7	1.58	7.08	0.0852
T27A8.2	-0.702	3.51	0.715
T27E4.1	-4.98	4.36	0.0378
T27E9.2	-0.849	4.48	0.609
T27F2.2	-2.77	3.14	0.192
T27F6.4	-0.0381	8.37	0.945
T27F6.6	-0.644	5.26	0.701
T27F6.7	-1.75	6.41	0.175
T27F7.1	-0.449	7.48	0.559
T27F7.4	-0.325	7.14	0.718
T28A11.22	-2.25	3.72	0.3
T28A8.3	0.313	7.7	0.666
T28A8.4	-0.618	6.9	0.525
T28A8.5	1.08	6.49	0.412
T28A8.6	0.25	7.16	0.86
T28B11.1	-0.0458	8.42	0.949
T28B8.1	1.6	4.77	0.385
T28C6.3	0.748	4.53	0.708
T28C6.7	-1.21	6.01	0.426
T28D6.6	0.164	7.25	0.842
T28D9.1	0.581	7.72	0.411
T28D9.3	-4.27	3.76	0.0691
T28D9.4	-0.365	7.51	0.627
T28F2.2	0.531	4.07	0.777
T28F4.1	2.88	5.95	0.0784
T28F4.4	0.826	4.61	0.658
tac-1	-0.0684	6.57	0.955
taf-1	-0.276	7.47	0.738
taf-10	-0.55	6.54	0.624
taf-11.1	-0.604	4.95	0.746
taf-11.2	-0.592	7.52	0.433
taf-11.3	0.757	5.51	0.605
taf-12	-0.239	6.02	0.864
taf-13	0.102	5.58	0.956
taf-2	-1.2	3	0.559
taf-3	0.388	6.39	0.752
taf-4	0.968	6.62	0.368
taf-5	0.465	8.5	0.386
taf-6.1	0.229	6.68	0.832
