	P0_rep1	P0_rep2	AB_rep1	AB_rep2	P1_rep1	P1_rep2	
lev-9	0	0	0	0	0	0	
lex-1	101.07	105.81	108.88	120.48	73.33	106.18	
lfe-2	13.66	11.88	42.58	96.95	4.95	59.52	
lfi-1	0	0	0	0	0	0	
lgc-1	0	0	0	0	0	0	
lgc-10	7.36	0	0	0	0	0	
lgc-11	0	0	0	0	0	0	
lgc-12	0	0	0	0	0	0	
lgc-13	0	0	0	0	0	0	
lgc-14	0	0	0	0	0	0	
lgc-15	0	0	0	0	0	0	
lgc-16	0	0	0	0	0	0	
lgc-17	0	0	0	0	0	0	
lgc-18	0	0	0	0	0	0	
lgc-19	0	0	0	0	0	0	
lgc-20	0	0	0	1.37	0	0	
lgc-21	0.18	0	0	0	0	0	
lgc-22	0	0	0	0.72	0	0	
lgc-23	0	0	0	0	0	0	
lgc-24	0	0	0	0	0	0	
lgc-25	0	0	0	0	0	0	
lgc-26	0	0	0	0	0	0	
lgc-27	0	0	0	0	0	0	
lgc-28	0	0	0	0	0	0	
lgc-29	0	0	0	0	0	0	
lgc-30	0	0	0	14.41	0	0	
lgc-31	0	0	0	0	0	34.72	
lgc-32	0	0	0	0	0	0	
lgc-33	0.88	1.33	6.85	0	0	0	
lgc-34	0	0	0	0	0	0	
lgc-35	0	0	0	21.86	0	0	
lgc-36	0	0	0	0	0	0	
lgc-37	0	0	0	0	0	0	
lgc-38	0	0	0	0	0	0	
lgc-39	0	0	0	0	0	0	
lgc-4	0	0	0	0	0	0	
lgc-40	5.23	0.96	24.58	4.02	45.39	1.04	
lgc-41	0	0	0	0	0	0	
lgc-42	0	0	0	0	0	0	
lgc-43	0	0	0	0	0	0	
lgc-44	0	0	0	0	0	0	
lgc-45	0	0	0	0	0	0	
lgc-46	0	0	0	0	0	0	
lgc-47	0	0	0	0	0	0	
lgc-48	0	0	0	0	0	0	
lgc-49	0	0	0	0	0	0	
lgc-5	0	0	0	0	0	0	
lgc-50	0	0	0	0	0	0	
lgc-51	0	0	0	0	0	0	
lgc-52	0	0	0	0	0	0	
lgc-53	15.05	0	0	0	0	0	
lgc-54	0	0	0	0	0	0	
lgc-55	0	0	0	0	0	0.34	
lgc-6	0	0	0	0	0	0	
lgc-7	0	0	0	0	0	0	
lgc-8	0	0	0	0	0	0	
lgc-9	0	0	0	0	0	1.9	
lge-1	0	0	0	0	0	0	
lgg-1	641.61	783.76	429.17	291.52	469.99	280.19	
lgg-2	263.92	381.33	358.46	216.4	529.61	341.32	
lgg-3	100.87	138.82	209.59	47.14	198.31	64.74	
lgl-1	1.05	2.52	0	7.57	0.11	22.71	
lgx-1	0	0	0	0	0	4.06	
lig-1	71.15	47.09	197.66	98.52	107.91	108.5	
lig-4	12.31	29.41	31.84	20.95	0	29.53	
lim-4	0	0	0	0	0	0	
lim-6	0	9.29	0	0	0	0	
lim-7	0	1.38	0	0	0	0	
lim-8	0	0	0	0	0	0	
lim-9	0	0	0	0	0	0	
lin-1	0.29	0	0	0	0	0	
lin-10	48.98	29.85	6.45	24.49	2.04	11.01	
lin-11	0	0	0	0	0	0	
lin-12	0.33	0.16	0	1.48	0	9.59	
lin-13	12.65	12.35	4.81	34.61	9.81	14.42	
lin-14	0	0	0	0	0	0	
lin-15A	13.82	15.77	1.88	55.35	44.6	30.38	
lin-15B	21.5	20.57	24.22	24.06	1.07	30.9	
lin-17	1.25	0	0	1.83	16.34	0	
lin-18	0	0	0	0.27	0	0	
lin-2	0	0.8	0	0.22	0	0	
lin-22	0	0	0	0	0	0	
lin-23	76.45	51.33	61.62	83.26	22.44	129.98	
lin-24	195.76	115.95	170.32	86.71	297.13	124.74	
lin-25	25.55	13.41	10.43	27.47	64.97	13.96	
lin-26	177.35	176	199.58	183.73	198.91	200.15	
lin-28	87.39	65.21	44.62	6.84	0	6.21	
lin-29	0	0	0	0	0	0	
lin-3	204.5	158.68	97.8	122.61	54.58	71.77	
lin-31	0.21	1.66	0	0	0	0	
lin-32	0	0	0	0	0	0	
lin-33	0	0.89	0	0	0	0	
lin-35	87.73	41.71	50.14	92.46	25.94	142.33	
lin-36	35.39	25.49	45.94	72.83	19.78	50.39	
lin-37	127.22	142.22	170.16	142.13	74.9	107.76	
lin-39	6.29	18.36	2.74	17.43	37.22	41.55	
lin-4	0	0	0	0	0	0	
lin-40	39.83	37.11	56.9	17.25	37.04	14.72	
lin-41	16.84	31.88	3.72	18.1	17.58	41.02	
lin-42	6.16	7.23	0	0.86	3.31	0.96	
lin-44	0	0	0	0	0	0	
lin-45	104.88	107.16	36.04	77.44	68.65	144.79	
lin-46	0	0	0	0	0	0	
lin-48	0	0	0	0	0	3.23	
lin-49	29.05	17.39	23.05	17.16	1.37	10.4	
lin-5	52.52	65.77	24.61	80	18.01	64.51	
lin-52	87.46	92.66	137.47	39.07	106.39	38.53	
lin-53	274.92	246.23	497.17	418.85	320.92	327.63	
lin-54	89.73	136.73	39.06	236.6	48.41	174.53	
lin-56	60.35	53.11	34.47	35.76	59.65	57.76	
lin-58	0	0	0	0	0	0	
lin-59	32.87	8.95	40.96	40.68	28.6	38.18	
lin-61	136.3	223.97	166.88	166.9	240.51	189.39	
lin-65	127.88	85.32	88.05	69.86	77.25	64.71	
lin-66	276.56	260.1	150.73	107.86	106.32	101.22	
lin-7	35.8	0.4	1.07	3.88	10.11	10.4	
lin-8	23.42	19.39	35.49	27.09	68.42	19.24	
lin-9	44.56	56.93	6.25	88.16	10.46	85.77	
lip-1	36.4	16.7	0	34.51	0	68.2	
lipl-1	0	0	0	0	0	0	
lipl-2	0	0	0	0	0	0	
lipl-3	0	0	0	0	0	0	
lipl-4	0	0	0	0	0	0	
lipl-5	0	0	0.22	0	0	0	
lipl-6	0	0	0	0	0	0	
lipl-7	0	15.89	0	0.78	0	0.44	
lipl-8	0	0	0	0	0	0	
lips-1	0	0	0	9.59	0	0	
lips-10	0	0	0	0	0	0	
lips-11	0	0	0	0	0	0	
lips-12	6.96	0	0	0	15.81	0	
lips-13	0	0	0	0	0	0	
lips-14	0	0	0	0	0	0	
lips-15	0	0	0	0	0	0	
lips-16	0	0	0	0	0	0	
lips-17	0	0	0	0	0	0	
lips-2	0	0	0	0	0	0	
lips-3	0	0	0	0	13.15	0	
lips-5	0	0	0	0	0	0	
lips-6	0	0	0	0	0	0	
lips-7	0	0	0	0	0	0	
lips-8	0	0	0	0	0	0	
lips-9	0	0	0	0	0	0	
lir-1	263.48	218.64	193.48	195.06	200.75	199.02	
lir-2	34.41	22.52	42.98	25.53	1.48	31.44	
lir-3	5.08	7.96	67.46	19.86	0	6.16	
lis-1	31.78	65.83	53.64	38.29	8.78	72.2	
lit-1	77.5	106.09	28.71	44.52	107.7	60.61	
lite-1	0	0	0	0	0	0	
LLC1.120	0	0	0	0	0	0	
LLC1.2	0	0	0	0	0	0	
LLC1.3	68.83	129.21	190.27	189.79	125.22	231.22	
lmn-1	217.15	244.62	233.75	265.48	217.47	196.63	
lmp-1	307.95	431.73	302.59	364.63	355.46	233.08	
lmp-2	0	0	0	0	0	0	
lnp-1	29.54	28.47	1.95	74.65	0	48.18	
lntl-1	0	0	0	0	0	0	
lon-1	0	0	0	0	0	0	
lon-2	23.07	50.6	0.19	40.17	43.94	24.83	
lon-3	0	0	0	0	0	0	
lon-8	0	0.43	0	0	35.34	0	
lov-1	0	0	0	0	0	0	
lpd-2	53.98	86.52	7.49	64.53	201.18	86.31	
lpd-3	30.43	21.05	16.38	22	11.45	7.21	
lpd-5	188.41	194.2	138.1	79.05	204.9	81.11	
lpd-6	53.58	24.98	35.77	42.51	22.65	59	
lpd-7	49.96	70.67	147.48	191.55	48.61	105.54	
lpd-8	314.73	239.14	115.73	129.27	124.42	114.82	
lpd-9	166.61	242.9	117.29	67.91	98.18	86.31	
lpin-1	81.92	113.47	25.72	94.49	195.72	138.4	
lpl-1	136.89	213.62	62.49	129.43	287.88	112.65	
lpr-1	0	0	0	0	0	0	
lpr-2	0	0	0	0	0	0	
lpr-3	0	0	0	0	0	0	
lpr-4	0	0	0	0	0	0	
lpr-5	0	0	0	0	0	0	
lpr-6	0	0	0	0	0	0	
lpr-7	0	0	0	1.39	0	0	
lrg-1	0	0	0	0	0	0	
lrk-1	9.5	8.18	7.92	12.51	3.66	21.97	
lrp-1	0.05	0.42	0	2.05	0	0.08	
lrp-2	2.95	6.28	3.64	4.63	0	0.74	
lrr-1	211.94	220.9	110.21	187.75	199.63	217.49	
lrx-1	0	0	0	0	0	0	
lsd-1	77.36	58.04	37.68	77.25	49.7	88.57	
lsl-1	286.32	249.34	174.47	231.58	262.54	204.57	
lsm-1	209.77	313.1	175.59	49.32	185.77	84.67	
lsm-3	217.6	286.29	129.15	64.81	161.25	50.07	
lsm-4	26.57	30.23	24.68	3.4	34.43	10.44	
lsm-5	92.01	92.19	187.72	36.66	146	49.73	
lsm-6	130.08	127.11	43.13	26.13	98.64	30.78	
lsm-7	169.93	197.23	163.78	17.32	163.44	50.87	
lsm-8	305.78	219.54	77.95	82.06	201.83	49.6	
lst-1	570.85	493.39	512.88	378.51	596.65	501.79	
lst-2	41.78	39.99	39.54	42.19	0.14	8.4	
lst-3	44.96	42.47	88.34	162.06	98.75	130.61	
lst-4	446.65	470.31	562.4	483.77	706.38	802.2	
lsy-12	18.22	39.43	66.45	56.68	88.59	62.8	
lsy-13	67.75	112.68	178.79	118.99	170.09	72.64	
lsy-2	228.72	131.86	175.21	87.42	125.68	71.29	
lsy-22	58.95	2.9	107.78	91.63	158.28	109.07	
lsy-27	55.38	59.86	268.68	63.89	88.37	124.64	
lsy-6	0	0	0	0	0	0	
ltd-1	0	0	0	0	0	0	
lys-1	0	0	0	0	0	0	
lys-10	0.36	0	0	0	0	0	
lys-2	0	0	0.39	0	0	0	
lys-3	0	0	0	0	0	0	
lys-4	0	0	0	0	0	0	
lys-5	0	0	0	0	0	0	
lys-6	0	0	0	0	0	0	
lys-7	0	0	0	0	0	0	
lys-8	0	0	0	0	9.59	0	
lys-9	0	0	0	0	0	0	
M01A10.1	64.44	30.52	0.19	79.1	165.23	53.08	
M01A10.7	0	0	0	0	0	0	
M01A12.4	0	0	0	0	0	0	
M01A8.1	0.97	0	0	0	0	0	
M01A8.2	10.62	0	0	0	0	0	
M01A8.3	0	0	0	0	0	0	
M01A8.4	0	0	0	0	0	0	
M01B12.4	92.97	103.84	34.41	166.82	167.26	169.11	
M01B2.10	0.25	0	0	3.43	0	0	
M01B2.12	0	0	0	0	0	0	
M01B2.13	0	0	0	0	0	0	
M01B2.6	0	0	0	0	0	0	
M01B2.8	0	0	0	0	0	0	
M01D7.1	0	0	0	0	0	0	
M01D7.10	0	0	0	0	0	0	
M01D7.9	0	0	0	0	0	0	
M01E10.3	0	0	0	0	0	0	
M01E10.4	0	0	0	0	0	0	
M01E10.5	0	0	0	0	0	0	
M01E10.t1	0	0	0	0	0	0	
M01E10.t2	0	0	0	0	0	0	
M01E11.1	75.17	127.81	0	26.12	67.71	59.3	
M01E11.2	169.52	105.55	170.56	143.36	147.03	121.25	
M01E11.3	31.82	61.64	76.42	22.37	134.76	112.15	
M01E11.9	0	0	0	0	0	0	
M01E5.1	2.03	0	0	0	0	0	
M01E5.2	35.93	10.67	0	34.63	0	22.08	
M01E5.3	182.95	254.71	141.7	188.98	171.16	150.6	
M01E5.4	179.63	214.32	135.02	126.23	52.23	116.09	
M01E5.8	0	0	0	0	0	0	
M01E5.t1	0	0	0	0	0	0	
M01F1.3	12.19	27.85	2.57	5.71	6.63	1.38	
M01F1.4	42.59	66.92	68.28	105.06	2.79	122.26	
M01F1.6	27.8	88.89	0	5.82	0	20.56	
M01F1.7	0	2.71	0	2.7	0	14.42	
M01F1.8	18.5	33.06	15.11	43.74	41.93	19.63	
M01F1.9	38.67	14.33	0.46	8.61	0.96	0.37	
M01G12.10	0	0	0	0	0	0	
M01G12.11	0	0	0	0	0	0	
M01G12.14	0	0	0	0	0	0	
M01G12.2	0	0	0	0	0	0	
M01G12.5	0	0	0	0	0	0	
M01G12.6	0	0	0	0	0	0	
M01G12.7	0	0	0	0	0	0	
M01G12.8	0	0	0	0	0	0	
M01G12.9	0	0	0	0	0	0	
M01G4.1	0	0	0	0	0	0	
M01G4.3	0	0	0	0	0	0	
M01G4.4	0	0	0	0	0	0	
M01G4.5	0	0	0	0	0	0	
M01G4.6	0	0	0	0	0	0	
M01G4.7	0	0	0	0	0	0	
M01G5.1	0.89	2.99	2.41	3.48	1.54	0	
M01G5.10	0	0	0	0	0	0	
M01G5.3	38.25	48.78	44.09	43.82	43.16	25.93	
M01G5.7	0	0	0	0	0	0	
M01G5.8	0	0	0	0	0	0	
M01G5.9	0	0	0	0	0	0	
M01H9.2	0	0	0	0	0	0	
M01H9.3	453.32	626.64	566.79	589.31	920.36	575.82	
M01H9.4	0	0	0	0	0	0	
M01H9.5	0	0.94	0	0	0	0	
M01H9.6	0	0	0	0	0	0	
M01H9.7	0	0	0	0	0	0	
M01H9.8	0	0	0	0	0	0	
M01H9.9	0	0	0	0	0	0	
M02A10.1	0	0	0	0	0	0	
M02B1.2	0	0.92	70.99	0	0	1.99	
M02B1.3	561.56	772.95	533.99	513.87	444.73	288.5	
M02B1.4	0	0	0	0	0	0	
M02B7.2	5.22	9.13	28.93	9.66	1.55	25.16	
M02B7.4	6.37	0	0	0.59	0	17.86	
M02B7.5	4.7	9.6	0.56	27.3	38.87	65.75	
M02B7.7	76.45	79.86	62.49	35.89	71.6	43.26	
M02B7.8	0	0	0	0	0	0	
M02D8.1	0	0	0	0	0	0	
M02D8.10	0	0	0	0	0	0	
M02D8.2	0	0	0	0	0	0	
M02D8.3	3.19	27.48	14.6	27.02	0	4.64	
M02D8.5	0	0	0	0	0	0	
M02D8.6	0	0	0	0	0	0	
M02D8.7	0	0	0	0	0	0	
M02D8.9	0	0	0	0	0	0	
M02E1.1	37.15	19.68	18.12	38.88	11.6	12.11	
M02E1.2	0	0	0	0	0	0	
M02E1.3	0	0	0	0	0	0	
M02F4.1	0	0	0	0	0	0	
M02F4.11	0	0	0	0	0	0	
M02F4.12	0	0	0	0	0	0	
M02F4.2	0	0	0	0	0	0	
M02F4.3	0	0	0	3.29	0	0	
M02F4.9	0	0	0	0	0	0	
M02F4.t1	0	0	0	0	0	0	
M02F4.t2	0	0	0	0	0	0	
M02G9.1	0	0	0	0	0	0	
M02G9.2	0	0	0	0	0	0	
M02G9.3	0	0	0	0	0	0	
M02G9.4	0	0	0	0	0	0	
M02G9.5	0	0	0	0	0	0	
M02G9.6	0	0	0	0	0	0	
M02H5.8	0	0	0	0	0	0	
M03A1.10	0	0	0	0	0	0	
M03A1.11	0	0	0	0	0	0	
M03A1.12	0	0	0	0	0	0	
M03A1.3	0	2.78	0	0	0	0	
M03A1.8	0	0	0	0	0	0	
M03A1.t1	0	0	0	0	0	0	
M03A1.t2	0	0	0	0	0	0	
M03A8.3	0	0	0	0	0	0	
M03B6.1	0	0	0	0	0	0	
M03B6.2	0	0	0	0	0	0	
M03B6.3	5.74	6.93	15.77	1.83	1.47	1.36	
M03B6.4	141.25	87.96	117.98	44.34	0	14.66	
M03B6.5	0	0	0	0	0	0	
M03C11.1	0.22	2.38	0	0	0	0	
M03C11.10	0	0	0	0	0	0	
M03C11.2	4.07	10.03	7.14	26.62	12.64	23.72	
M03C11.3	1.04	1.62	0	4.8	0	0.41	
M03C11.6	5.4	21.45	0	4.44	0	3.72	
M03C11.7	21.9	47.56	71.41	49.58	20.67	62.65	
M03C11.8	30.69	45.69	76.92	49.45	27.08	33.78	
M03C11.9	0	0	0	0	0	0	
M03D4.3	0	0	0	0	0	0	
M03D4.4	0	0	0	0	0	0	
M03D4.5	0	0	0	0	0	0	
M03D4.74	0	0	0	0	0	0	
M03D4.75	0	0	0	0	0	0	
M03D4.76	0	0	0	0	0	0	
M03D4.77	0	0	0	0	0	0	
M03E7.1	0	0	0	0	0	0	
M03E7.2	8.57	3.55	0	7.87	0	1.1	
M03E7.3	0	0	0	0	0	0	
M03E7.4	0	0	0	0	0	0	
M03E7.6	0	0	0	0	0	0	
M03E7.7	0	0	0	0	0	0	
M03E7.8	0	0	0	0	0	0	
M03E7.9	0	0	0	0	0	0	
M03F4.10	0	0	0	0	0	0	
M03F4.11	0	0	0	0	0	0	
M03F4.12	0	0	0	0	0	0	
M03F4.4	0	0	0	0	0	0	
M03F4.6	0.47	0	0	14.08	0	0	
M03F4.9	0	0	0	0	0	0	
M03F8.1	0	0	0	0	0	0	
M03F8.10	0	0	0	0	0	0	
M03F8.3	85.14	52.84	114.24	182.73	144.14	103.64	
M03F8.5	0	0	0	0	0	0	
M03F8.6	0	0	0	0	0	0	
M03F8.7	0	0	0	0	0	0	
M03F8.8	0	0	0	0	0	0	
M03F8.9	0	0	0	0	0	0	
M04B2.10	0	0	0	0	0	0	
M04B2.11	0	0	0	0	0	0	
M04B2.12	0	0	0	0	0	0	
M04B2.13	0	0	0	0	0	0	
M04B2.2	31.6	49.73	1.74	23.93	2.12	20.14	
M04B2.4	24.56	29.74	0	0	0	5.29	
M04B2.6	0	0	0	0	0	0	
M04B2.7	7.51	60.85	6.94	0.77	0	6.89	
M04B2.8	0	0	0	0	0	0	
M04C3.1	0	0	0	0	0	0	
M04C3.2	0	0	0	0	0	0	
M04C7.3	0	0	0	0	0	0	
M04C7.4	0	0	0	0	0	0	
M04C9.1	0	0	0	0	0	0	
M04C9.2	0	0	0	0	0	0	
M04C9.3	39.21	23.36	71.4	8.92	0	17.42	
M04C9.4	0	0	0	0	0	0	
M04C9.9	0	0	0	0	0	0	
M04D5.1	0	0	0	0	0	0	
M04D5.3	0	0	0	0	0	0	
M04D5.4	0	0	0	0	0	0	
M04D5.5	0	0	0	0	0	0	
M04D5.6	0	0	0	0	0	0	
M04D8.4	0	0	0	0	0	0	
M04D8.5	0	0	0	0	0	0	
M04D8.7	0	0	0	0	0	0	
M04D8.8	0	0	0	0	0	0	
M04F3.2	12.63	0	0	0	0	0	
M04F3.3	3.46	4.45	3.63	4.5	10.85	5.44	
M04F3.4	23.71	34.95	35.85	53.49	221.59	50.78	
M04F3.5	14.27	41.85	67.08	69.22	0.34	60.9	
M04F3.6	0	0	0	0	0	0	
M04G7.1	0	0	0	0	0	0	
M04G7.2	0	0	0	0	0	0	
M04G7.3	1.28	17.49	0	0	51.41	0	
M05B5.1	0	0	0	0	0	0	
M05B5.10	0	0	0	0	0	0	
M05B5.2	0	0	0	0	0	0	
M05B5.3	0	0	0	0	0	0	
M05B5.4	21.95	13.68	63.95	69.04	16.45	43.18	
M05B5.7	0	0	0	0	0	0	
M05B5.8	0	0	0	0	0	0	
M05B5.9	0	0	0	0	0	0	
M05D6.1	0	0	0	0	0	0	
M05D6.10	0	0	0	0	0	0	
M05D6.2	221.47	179.92	319.05	249.66	222.3	209.96	
M05D6.3	0	0	0	0	0.31	0	
M05D6.5	105.36	143.12	57.72	30.78	85.81	40.23	
M05D6.6	50.35	109.5	162.83	2.75	55.2	14.71	
M05D6.8	0	4.74	0	0	0.74	0	
M05D6.9	0	0	0	0	0	0	
M106.2	0.18	12.26	9.05	11.38	10.97	2.31	
M106.3	366.18	302.27	230.41	300.62	36.16	139.56	
M106.4	82.45	81.93	24.39	101.33	32.13	68.33	
M106.6	0	0	0	0	0	0	
M106.7	72.82	66.73	20.58	29.04	83.42	12.46	
M106.8	50.47	4.62	0	23.68	0	20.71	
M110.10	38.11	1.32	0	0	0	0	
M110.11	0	0	0	0	0	0	
M110.12	0	0	0	0	0	0	
M110.3	446.01	362.83	451.85	240.3	286.76	254.88	
M110.7	0	0	0	0	0	0	
M110.8	0	0	0	0	0	0	
M110.9	0	0	0	0	0	0	
M116.1	0	0	0	0	0	0	
M116.2	16.03	5.64	0	0	0	0	
M116.5	15.94	11.43	16.52	13.98	4.37	0.16	
M117.1	4.25	27.07	0	1.54	0	6.52	
M117.10	0	0	0	0	0	0	
M117.11	0	0	0	0	0	0	
M117.12	0	0	0	0	0	0	
M117.13	0	0	0	0	0	0	
M117.3	0	0	0	0	0	0	
M117.4	0	0	0	0	0	0	
M117.6	7.12	56.3	9.61	0	20.83	0	
M117.7	0	0.28	0	0	0	0	
M117.8	0	0	0	0	0	0	
M117.9	0	0	0	0	0	0	
M142.3	0	0	0	0	0	0	
M142.5	0.29	0.3	16.25	0.57	0	3.2	
M142.8	34.75	63.26	2.68	12.28	0	15.87	
M151.1	0.19	0	0	0	0	0	
M151.2	0	0	0	0	0	0	
M151.3	21.62	7.04	0	15.94	0	22.87	
M151.4	0	0	0	0	0	0	
M151.7	14.79	21.75	35.83	99.64	61.32	83.5	
M153.1	0.19	0	0	0	0	0	
M153.2	0	0	0	0	0	0	
M153.3	0	0	0	0	0	0	
M153.4	0	0	0	0	0	0	
M153.5	0	0	0	0	0	0	
M153.6	0	0	0	0	0	0	
M153.7	0	0	0	0	0	0	
M153.8	0	0	0	0	0	0	
M162.12	0	0	0	0	0	0	
M162.13	0	0	0	0	0	0	
M162.14	0	0	0	0	0	0	
M162.5	0	0	0	0	0	0	
M162.6	0	0	0	0	0	0	
M162.7	0	0	0	0	0	0	
M162.9	0	0	0	0	0	0	
M163.1	46.66	7.56	0	51.57	0	32.74	
M163.10	0	0	0	0	0	0	
M163.11	0	0	0	0	0	0	
M163.12	0	0	0	0	0	0	
M163.13	0	0	0	0	0	0	
M163.14	0	0	0	0	0	0	
M163.15	0	0	0	0	0	0	
M163.16	0	0	0	0	0	0	
M163.17	0	0	0	0	0	0	
M163.18	0	0	0	0	0	0	
M163.19	0	0	0	0	0	0	
M163.20	0	0	0	0	0	0	
M163.5	0	0	0	0	0	0	
M163.6	0	0	0	0	0	0	
M163.7	0	0	0	0	0	0	
M163.8	0	0	0	0	0	0	
M163.9	0	0	0	0	0	0	
M163.t1	0	0	0	0	0	0	
M163.t2	0	0	0	0	0	0	
M176.10	0	0	0	0	0	0	
M176.11	50.85	16.84	5.34	24.38	15.47	13.94	
M176.13	0	0	0	0	0	0	
M176.14	5.98	6.02	4.03	0	4.22	0	
M176.15	0	0	0	0	0	0	
M176.2	98.34	63.76	112.63	90.29	39.43	117.49	
M176.4	10.14	11.44	0	20.4	0	0.67	
M176.5	0	1.95	0	1.08	0	0	
M176.8	0	0	0	0	0	0	
M176.9	0	0	0	0	0	0	
M18.3	22.91	86.2	46.98	84.21	21.65	71.56	
M18.6	111.92	99	463.6	266.35	399.14	193.18	
M18.8	154.74	204.24	219.61	145.95	151.29	195.04	
M195.2	0	0.19	0	0	0	0	
M195.4	0	0	0	0	0	0	
M195.5	0	0	0	0	0	0	
M195.6	0	0	0	0	0	0	
M199.2	27.84	62	44.49	33.01	4.44	44.06	
M199.7	0	0	0	0	0	0	
M199.8	0	0	0	0	0	0	
M199.9	0	0	0	0	0	0	
M28.10	0	0	0	0	0	0	
M28.13	0	0	0	0	0	0	
M28.2	0	0	0	0	0	0	
M28.4	0	0	0	0	0	0	
M28.5	317.75	490.91	300.41	144.71	371.13	161.49	
M28.8	0	0	0	0	0	0	
M28.9	0	0	0	0	0	0	
M4.1	0	0	0	2.5	0	0	
M57.1	1.69	1.44	16.63	3.8	5.86	14.14	
M57.2	42.47	76.72	112.97	90.38	176.22	43.13	
M57.t1	0	0	0	0	0	0	
M6.10	0	0	0	0	0	0	
M6.4	0	0	0	0	0	0	
M60.10	0	0	0	0	0	0	
M60.11	0	0	0	0	0	0	
M60.12	0	0	0	0	0	0	
M60.13	0	0	0	0	0	0	
M60.14	0	0	0	0	0	0	
M60.2	0	0	0	0	0	0	
M60.4	0	0	0	0	0	0	
M60.6	67.05	23.68	0.28	50.08	0	59.1	
M60.7	0	0	0	0	0	0	
M60.9	0	0	0	0	0	0	
M7.10	0	0	0	0	0	0	
M7.12	0	0	0	0	0	0	
M7.14	0	0	0	0	0	0	
M7.7	0	0	0	0	0	0	
M7.8	0	0	0	0	0	0	
M7.9	0	0	0	0	0	0	
M70.1	0	0	0	0	0	0	
M70.10	0	0	0	0	0	0	
M70.11	0	0	0	0	0	0	
M70.12	0	0	0	0	0	0	
M70.13	0	0	0	0	0	0	
M70.2	0	0	0	0	0	0	
M70.3	0	0	0	0	0	0	
M70.4	40.99	47.41	14.76	33.54	1.44	5.12	
M70.5	18.8	6.45	2.75	0.57	17.08	0.95	
M70.6	0	0	0	0	0	0	
M70.7	0	0	0	0	0	0	
M70.8	0	0	0	0	0	0	
M70.9	0	0	0	0	0	0	
M79.10	0	0	0	0	0	0	
M79.11	0	0	0	0	0	0	
M79.12	0	0	0	0	0	0	
M79.13	0	0	0	0	0	0	
M79.14	0	0	0	0	0	0	
M79.15	0	0	0	0	0	0	
M79.2	0	0	0	15.74	0	0	
M79.5	0	0	0	0	0	0	
M79.6	0	0	0	0	0	0	
M79.7	0	0	0	0	0	0	
M79.8	0	0	0	0	0	0	
M79.9	0	0	0	0	0	0	
M88.10	0	0	0	0	0	0	
M88.11	0	0	0	0	0	0	
M88.2	100.07	41.51	49.54	67.9	154.12	48.15	
M88.3	0	0	0	0	0	0	
M88.4	0	0	0	0	0	3.5	
M88.5	119.7	59.67	122.62	61.63	25.79	62.06	
M88.7	100.05	64.08	63.98	39.16	85.22	46.89	
M88.9	0	0	0	0	0	0	
maa-1	0	0	0	0	0	0	
mab-10	0	3.65	0	0	0.21	0	
mab-20	9.04	19.88	14.62	41.87	19.23	33.1	
mab-21	0	0	0	0	0	0	
mab-23	0	0	0	0	0	0	
mab-3	0	0	0	0	0	0	
mab-31	5.73	0	0	9.07	0	0	
mab-5	0	0	0	0	0	0	
mab-7	0	0	0	0	0	0	
mab-9	0	0	0	0	0	0	
mac-1	13.83	11.74	14.85	4.04	11.29	2.05	
madd-2	4.73	2.32	0	1.35	0	8.04	
madf-1	0	7.66	0	2.59	0	0	
mag-1	148.63	188.37	233.34	96.15	169.35	99.83	
magi-1	42.07	51.49	51.17	92.89	2.49	34.55	
mai-1	0.49	0	7.56	0	0	0	
mai-2	161.36	231.22	197.1	54.18	340.49	44.42	
mak-2	48.63	25.2	59.88	16.63	78.83	28.2	
maoc-1	0	0	0	0	0	0	
map-1	29.3	64.52	120.38	41.18	81.46	41.12	
map-2	65.37	71.73	52.12	99.94	92.98	46.05	
marc-6	54.3	65.4	18.74	38.19	3.16	7.74	
mars-1	112.11	90.14	6.14	197.88	124.48	195.31	
mat-1	127.38	133.32	285.99	251.29	204.57	221.42	
mat-2	22.77	55.23	29.01	114.24	27.74	64.62	
mat-3	18.85	27.17	31.19	39.51	16.14	44.36	
math-1	0	0	0	0	0	0	
math-10	0	0	0	0	0	0	
math-11	0	0	0	0	0	0	
math-12	0	0	0	0	0	0	
math-13	0	0	0	0	0	0	
math-14	0	0	0	0	0	0	
math-15	8.98	0	100.09	0	0	0	
math-16	0	0	0	0	0	0	
math-17	0	0	0	0	0	0	
math-18	0	0	0	0	0	0	
math-19	0	0	0	0	0	0	
math-2	0	0	0	0	0	0	
math-20	0	0	0	0	0	0	
math-21	0	0	0	0	0	0	
math-22	0	0	0	0	0	0	
math-23	0	0	0	0	0	0	
math-24	0	0	0	0	0	0	
math-25	0	0	0	0	0	0	
math-26	0	0	0	0	0	0	
math-27	0	0	0	0	0	0	
math-28	0	0	0	0	0	0	
math-29	0	0	0	0	0	0	
math-3	0	0	0	0	0	0	
math-30	0	0	0	0	0	0	
math-31	0	0	0	0	0	0	
math-32	0	0	0	0	0	0	
math-33	70.74	49.72	96.98	118.3	29.46	88.34	
math-34	0	0	0	0	0	0	
math-35	0	0	0	0	0	0	
math-37	0	0	0	0	50.24	0	
math-38	0	0	0	0	0	0	
math-39	0	0	0	0	0	0	
math-4	0	0	0	0	0	0	
math-40	0	0	0	0	0	0	
math-41	0	0	0	0	0	0	
